ML_PN	LR_ID	MW_ID	TI P/N	ALIASES
		OEM-HYU-1296	138746.0	TIK-HYU-100	95430-J9500
		OEM-KIA-1194	138837.0	TIK-KIA-121	95430-K0000
				TIK-KIA-193	95430-Q5510
		KIA-1214	171628.0	TIK-KIA-141	95430-R5000
					95440-B1200BLH 95440-Q5410
		OEM-KIA-1232	187748.0	TIK-KIA-148	95440-G5025
		OEM-KIA-1213			95440-L3010
				TIK-KIA-146	95440-R5000
		OEM-HYU-1405	192910.0	TIK-HYU-179	95440-S1660
		OEM-KIA-1276	198032.0	TIK-KIA-189N	95440-S9510
					990H-50010
		OEM-MAZ-431	172154.0	TIK-MAZ-70	DGY2-67-5DYA
		OEM-JAG-1716	138783.0	TIK-JAG-19	EW93-15K601-BD
		MAZ-427	172159.0	TIK-MAZ-72	GDYL-67-5DY
		OEM-MAZ-427	151038.0	TIK-MAZ-72	GDYL-67-5DY
		OEM-JAG-1721	139960.0	TIK-JAG-19	HK83-15K601-AA
		MIT-RHK 2	172233.0	TIK-MIT-20	MN141381
		MIT-820	180762.0	TIK-MIT-19	MR587859
		AD-POD-BENZ-4B1	41282.0	TIK-ILC-304	RT-MB1 (AX00014360)
					See NIS024
		ACURA-917 D2
		CAD-1145 AM
		CANADA-KIA-1157	171661.0
		CHRY-1600 RC
		CHRY-1607 RC
		CHRY-1615 RC
		CHRY-1659
		CHRY-1667		TIK-DOG-102
		FOBIK-2052 PX
		FORD-R8126
		FORD-R8197
		GM-796
		GM-810	171402.0
		GM-835
		GM-840 RC
		GM-861
		GM-885	171386.0
		GM-909		TIK-CHV-104R
		GM-FLIP RC 2		TIK-GM-40R
		HON-508		TIK-HON-59
		HON-511 D1
		HON-518
		HON-536 D1
		HYU-1242
		HYU-1305
		HYU-1311	171724.0	TIK-HYU-118
		HYU-1369	171726.0
		KIA-1142		TIK-KIA-34
		KIA-1174		TIK-KIA-89R
		MAZ-323
		MIT-863		TIK-MIT-41R
		MIT-RHK 4
		OEM-CAD-1163		TIK-CAD-06N
		OEM-CHRY-1658
		OEM-CHRY-1662		TIK-DOG-105N
		OEM-CHRY-1666		TIK-DOG-101N
		OEM-CHRY-1668		TIK-DOG-103N
		OEM-CHRY-1679		TIK-DOG-99N
		OEM-CORVETTE-15
		OEM-FOBIK-2200		TIK-DOG-53N
		OEM-GM-840		TIK-CHV-64
		OEM-GM-937	187741.0	TIK-CHV-144
		OEM-HON-504	140111.0
		OEM-HON-518	140116.0	TIK-HON-82
		OEM-HYU-1252	139912.0	TIK-HYU-46
		OEM-HYU-1273		TIK-HYU-66N
		OEM-INF-1538
		OEM-KIA-1160		TIK-KIA-62N
		OEM-KIA-1174
		OEM-KIA-1193
		OEM-KIA-1204	171778.0
		OEM-MAZ-323
		OEM-MAZ-413		TIK-MAZ-29N
		OEM-MAZ-428		TIK-MAZ-71N
		OEM-MAZ-429	151039.0	TIK-MAZ-69
		OEM-NIS-385
		OEM-NIS-389	196297.0	TIK-NIS-110
		OEM-SUB-945
		OEM-SUB-946		TIK-SUB-40R
		OEM-SUB-948		TIK-SUB-39N
		OEM-TOY-242	139835.0	TIK-TOY-72
		OEM-TOY-252	139823.0	TIK-TOY-36
		OEM-TOY-288
		OEM-VOLVO-562		TIK-VOL-26N
		PROMASTER-1 AM
		RANGE ROVER 2
		SAAB-509	182369.0	TIK-SAB-24
		SC-5914119
		SC-5923667	98191.0	TIK-FOR-70
		SUB-941		TIK-SUB-29
		SUB-946		TIK-SUB-40R
		TOY-163 AM	156507.0
		TOY-228
		TOY-231 AM	156461.0
		XH-MERCEDES AM	156720.0
		XH-PROX MERCEDES AM	156722.0
		XH-XSBZ01EN-XH04	138581.0
				TIK-CHR-48
				TIK-INF-26
				TIK-ILC-103
				TIK-CAD-06R
				TIK-CAD-54R
				TIK-KIA-39N
				TIK-KIA-62R
				TIK-LIN-12R
				TIK-NIS-68
				TIK-TOY-31R
				TIK-TOY-76R
	HON038KR5V2X-V44(5)
	HON111KR5V2X(5)DRIVER1
	HON111KR5V2X(5)DRIVER2
	HON111KR5V2X(5)	HON-561	200655.0		72147-TLA-A02	OEM-HON-561, 188772
				TIK-HON-65R	72147-TLA-A81
	HON060#1	HON-534 M1	172003.0	TIK-HON-101	72147-TG7-A81
